code,origin,destination,connections,carrier
DL,DTW,MSN,67,Delta Air Lines Inc.
DL,PHX,MSP,332,Delta Air Lines Inc.
DL,TPA,LGA,206,Delta Air Lines Inc.
DL,ATL,DTW,523,Delta Air Lines Inc.
DL,SLC,JFK,220,Delta Air Lines Inc.
DL,MSP,SJU,8,Delta Air Lines Inc.
DL,MEM,SEA,36,Delta Air Lines Inc.
DL,RSW,ATL,448,Delta Air Lines Inc.
DL,JFK,STT,8,Delta Air Lines Inc.
DL,PDX,MSP,160,Delta Air Lines Inc.
DL,ATL,BWI,526,Delta Air Lines Inc.
DL,MSP,TUS,40,Delta Air Lines Inc.
DL,IAD,SLC,56,Delta Air Lines Inc.
DL,SLC,SMF,57,Delta Air Lines Inc.
DL,RDU,ATL,586,Delta Air Lines Inc.
DL,SLC,PHX,168,Delta Air Lines Inc.
DL,IAH,MSP,52,Delta Air Lines Inc.
DL,MEM,PHX,100,Delta Air Lines Inc.
DL,JFK,LAS,252,Delta Air Lines Inc.
DL,JFK,LAX,372,Delta Air Lines Inc.
DL,SLC,PHL,98,Delta Air Lines Inc.
DL,BWI,SLC,100,Delta Air Lines Inc.
DL,GSO,ATL,52,Delta Air Lines Inc.
DL,MSP,DTW,466,Delta Air Lines Inc.
DL,ATL,BNA,276,Delta Air Lines Inc.
DL,SMF,ATL,88,Delta Air Lines Inc.
DL,ATL,MEM,423,Delta Air Lines Inc.
DL,GEG,MSP,104,Delta Air Lines Inc.
DL,MSP,BWI,128,Delta Air Lines Inc.
DL,SEA,CVG,42,Delta Air Lines Inc.
DL,ATL,HNL,56,Delta Air Lines Inc.
DL,MSP,ABQ,56,Delta Air Lines Inc.
DL,ATL,CVG,348,Delta Air Lines Inc.
DL,BOS,ATL,579,Delta Air Lines Inc.
DL,MSY,LAX,88,Delta Air Lines Inc.
DL,PDX,JFK,56,Delta Air Lines Inc.
DL,BHM,ATL,152,Delta Air Lines Inc.
DL,MCO,MSP,269,Delta Air Lines Inc.
DL,TPA,DCA,108,Delta Air Lines Inc.
DL,SJC,MSP,96,Delta Air Lines Inc.
DL,MIA,MSP,112,Delta Air Lines Inc.
DL,MIA,JFK,272,Delta Air Lines Inc.
DL,ATL,PDX,146,Delta Air Lines Inc.
DL,MIA,ATL,608,Delta Air Lines Inc.
DL,DCA,MEM,100,Delta Air Lines Inc.
DL,DTW,MEM,218,Delta Air Lines Inc.
DL,FLL,DTW,314,Delta Air Lines Inc.
DL,CLT,MSP,89,Delta Air Lines Inc.
