eqid,lon,region,depth,src,nst,version,datetime,lat,magnitude
2010zzas,141.506100000000000,Mariana Islands region,15.000000000000000,us,27,6,Wed Dec 31 19:00:00 -0500 1969,12.181300000000000,5.000000000000000
2010vbad,96.872299999999900,"southern Qinghai, China",10.000000000000000,us,20,6,Tue Apr 13 00:00:00 -0400 2010,32.693100000000000,5.300000000000000
2010zzaw,141.459200000000000,Mariana Islands region,10.199999999999900,us,19,6,Wed Dec 31 19:00:00 -0500 1969,12.279299999999900,5.000000000000000
2010zyci,141.470499999999000,Mariana Islands region,29.000000000000000,us,16,6,Wed Dec 31 19:00:00 -0500 1969,12.232600000000000,4.800000000000000
2010zyda,141.408199999999000,Mariana Islands region,22.500000000000000,us,79,6,Wed Dec 31 19:00:00 -0500 1969,12.211200000000000,6.600000000000000
2010zzav,-179.962600000000000,south of the Fiji Islands,548.399999999999000,us,23,6,Wed Dec 31 19:00:00 -0500 1969,-23.587599999999900,4.400000000000000
2010vbah,145.429200000000000,"Alamagan region, Northern Mariana Islands",193.599999999999000,us,57,6,Tue Apr 13 00:00:00 -0400 2010,17.971299999999900,5.000000000000000
2010zybg,141.766699999999000,Mariana Islands region,10.000000000000000,us,17,6,Wed Dec 31 19:00:00 -0500 1969,12.485600000000000,4.700000000000000
2010vabu,-76.530299999999900,Colombia,108.299999999999000,us,9,7,Tue Apr 13 00:00:00 -0400 2010,4.477900000000000,4.500000000000000
2010zycd,141.570099999999000,Mariana Islands region,10.000000000000000,us,79,6,Wed Dec 31 19:00:00 -0500 1969,12.297000000000000,5.700000000000000
2010zybj,150.895199999999000,"New Britain region, Papua New Guinea",35.600000000000000,us,32,6,Wed Dec 31 19:00:00 -0500 1969,-5.815200000000000,5.000000000000000
2010zyav,141.473199999999000,Mariana Islands region,9.699999999999990,us,148,6,Wed Dec 31 19:00:00 -0500 1969,12.327700000000000,6.300000000000000
2010zzap,141.424499999999000,Mariana Islands region,15.000000000000000,us,81,6,Wed Dec 31 19:00:00 -0500 1969,12.124599999999900,5.300000000000000
2010vabc,145.312900000000000,"New Guinea, Papua New Guinea",38.299999999999900,us,33,6,Tue Apr 13 00:00:00 -0400 2010,-6.427600000000000,4.900000000000000
2010zycr,141.343400000000000,Mariana Islands region,10.000000000000000,us,20,6,Wed Dec 31 19:00:00 -0500 1969,12.218600000000000,5.000000000000000
2010zzau,-67.418400000000000,"Oruro, Bolivia",173.599999999999000,us,65,7,Wed Dec 31 19:00:00 -0500 1969,-19.082000000000000,4.500000000000000
2010zya5,-62.478099999999900,"offshore Sucre, Venezuela",114.099999999999000,us,240,6,Wed Dec 31 19:00:00 -0500 1969,11.282800000000000,5.100000000000000
2010vbaz,-101.356099999999000,"Guerrero, Mexico",71.799999999999900,us,170,6,Tue Apr 13 00:00:00 -0400 2010,18.204400000000000,5.000000000000000
2010vbaf,96.560100000000000,"southern Qinghai, China",10.000000000000000,us,26,6,Tue Apr 13 00:00:00 -0400 2010,33.030400000000000,5.200000000000000
2010vacb,96.622900000000000,"southern Qinghai, China",18.899999999999900,us,54,6,Tue Apr 13 00:00:00 -0400 2010,33.183300000000000,5.000000000000000
2010zzaz,-70.876599999999900,"Neuquen, Argentina",35.299999999999900,us,134,6,Sun Aug 15 00:00:00 -0400 2010,-36.737800000000000,5.200000000000000
2010aaaj,-60.993699999999900,"Dominica region, Leeward Islands",127.400000000000000,us,36,6,Sun Aug 15 00:00:00 -0400 2010,15.290500000000000,4.600000000000000
2010vbas,96.481999999999900,"southern Qinghai, China",10.000000000000000,us,29,Q,Tue Apr 13 00:00:00 -0400 2010,32.890900000000000,4.700000000000000
2010vaa3,-160.978499999999000,Alaska Peninsula,37.000000000000000,us,35,Q,Tue Apr 13 00:00:00 -0400 2010,54.455100000000000,4.600000000000000
2010vabs,91.975200000000000,"Nicobar Islands, India region",28.800000000000000,us,66,6,Tue Apr 13 00:00:00 -0400 2010,8.091400000000000,5.300000000000000
2010vabz,-27.277300000000000,South Sandwich Islands region,111.799999999999000,us,144,6,Tue Apr 13 00:00:00 -0400 2010,-56.259300000000000,5.400000000000000
2010zza2,126.809600000000000,Banda Sea,444.199999999999000,us,27,6,Sun Aug 15 00:00:00 -0400 2010,-6.634600000000000,4.900000000000000
2010zzbh,20.877199999999900,Ionian Sea,40.899999999999900,us,46,6,Sun Aug 15 00:00:00 -0400 2010,37.261499999999900,4.800000000000000
2010zzbr,148.290699999999000,"New Britain region, Papua New Guinea",192.599999999999000,us,185,7,Sun Aug 15 00:00:00 -0400 2010,-5.706100000000000,6.300000000000000
2010zzci,142.178699999999000,south of the Mariana Islands,18.699999999999900,us,99,6,Sun Aug 15 00:00:00 -0400 2010,11.663399999999900,5.100000000000000
