Exchange,Symbol,Name,MarketCap,IPO,Sector,Industry
NASDAQ,VYGR,Voyager Therapeutics Inc.,612.16M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ,VSEC,VSE Corporation,542.21M,N/A,Consumer Services,Military/Government/Technical
NASDAQ,VTVT,vTv Therapeutics Inc.,54.16M,2015,Health Care,Major Pharmaceuticals
NASDAQ,VUZI,Vuzix Corporation,155.66M,N/A,Technology,Radio And Television Broadcasting And Communications Equipment
NASDAQ,WBA,Walgreens Boots Alliance Inc.,63.37B,N/A,Health Care,Medical/Nursing Services
NASDAQ,WAFD,Washington Federal Inc.,2.76B,N/A,Finance,Major Banks
NASDAQ,WAFDW,Washington Federal Inc.,N/A,N/A,Finance,Major Banks
NASDAQ,WASH,Washington Trust Bancorp Inc.,1.04B,N/A,Finance,Major Banks
NASDAQ,WSBF,Waterstone Financial Inc.,511.58M,N/A,Finance,Savings Institutions
NASDAQ,WVE,WAVE Life Sciences Ltd.,1.24B,2015,Health Care,Major Pharmaceuticals
NASDAQ,WSTG,Wayside Technology Group Inc.,61.08M,N/A,Technology,Retail: Computer Software & Peripheral Equipment
NASDAQ,WCFB,WCF Bancorp Inc.,24.28M,N/A,Finance,Major Banks
NASDAQ,WDFC,WD-40 Company,1.92B,1973,Basic Industries,Major Chemicals
NASDAQ,WEB,Web.com Group Inc.,917.99M,N/A,Technology,Computer Software: Prepackaged Software
NASDAQ,WB,Weibo Corporation,23.05B,2014,Technology,Computer Software: Programming & Data Processing
NASDAQ,WEBK,Wellesley Bancorp Inc.,83.66M,2012,Finance,Banks
NASDAQ,WEN,Wendy&#39;s Company (The),3.9B,N/A,Consumer Services,Restaurants
NASDAQ,WERN,Werner Enterprises Inc.,2.76B,1986,Transportation,Trucking Freight/Courier Services
NASDAQ,WSBC,WesBanco Inc.,2.19B,N/A,Finance,Major Banks
NASDAQ,WTBA,West Bancorporation,410.86M,N/A,Finance,Major Banks
NASDAQ,WABC,Westamerica Bancorporation,1.53B,N/A,Finance,Major Banks
NASDAQ,WSTL,Westell Technologies Inc.,53.58M,1995,Public Utilities,Telecommunications Equipment
NASDAQ,WDC,Western Digital Corporation,26.48B,N/A,Technology,Electronic Components
NASDAQ,WNEB,Western New England Bancorp Inc.,327.87M,N/A,Finance,Savings Institutions
NASDAQ,WPRT,Westport Fuel Systems Inc,393.84M,N/A,Energy,Industrial Machinery/Components
NASDAQ,WWR,Westwater Resources Inc.,17.81M,N/A,Basic Industries,Precious Metals
NASDAQ,WEYS,Weyco Group Inc.,351.46M,N/A,Consumer Non-Durables,Apparel
NASDAQ,WHLR,Wheeler Real Estate Investment Trust Inc.,36.59M,2012,Consumer Services,Real Estate Investment Trusts
NASDAQ,WHLRD,Wheeler Real Estate Investment Trust Inc.,N/A,N/A,Consumer Services,Real Estate Investment Trusts
NASDAQ,WHLRP,Wheeler Real Estate Investment Trust Inc.,11.59M,N/A,Consumer Services,Real Estate Investment Trusts
NASDAQ,WHLRW,Wheeler Real Estate Investment Trust Inc.,N/A,N/A,Consumer Services,Real Estate Investment Trusts
NASDAQ,WHF,WhiteHorse Finance Inc.,292.58M,N/A,N/A,N/A
NASDAQ,WHFBL,WhiteHorse Finance Inc.,N/A,N/A,N/A,N/A
NASDAQ,WHLM,Wilhelmina International Inc.,38.22M,N/A,Consumer Services,Professional Services
NASDAQ,WVVI,Willamette Valley Vineyards Inc.,41.7M,N/A,Consumer Non-Durables,Beverages (Production/Distribution)
NASDAQ,WVVIP,Willamette Valley Vineyards Inc.,N/A,N/A,Consumer Non-Durables,Beverages (Production/Distribution)
NASDAQ,WLDN,Willdan Group Inc.,242.05M,2006,Consumer Services,Military/Government/Technical
NASDAQ,WLFC,Willis Lease Finance Corporation,205.89M,1996,Consumer Durables,Industrial Specialties
NASDAQ,WLTW,Willis Towers Watson Public Limited Company,20.66B,N/A,Finance,Specialty Insurers
NASDAQ,WSC,WillScot Corporation,1.14B,2015,N/A,N/A
NASDAQ,WSCWW,WillScot Corporation,N/A,2015,N/A,N/A
NASDAQ,WIN,Windstream Holdings Inc.,297.66M,N/A,Public Utilities,Telecommunications Equipment
NASDAQ,WING,Wingstop Inc.,1.52B,2015,Consumer Services,Restaurants
NASDAQ,WINA,Winmark Corporation,535.08M,N/A,Consumer Services,Other Specialty Stores
NASDAQ,WINS,Wins Finance Holdings Inc.,2.78B,2014,Finance,Finance: Consumer Services
NASDAQ,WTFC,Wintrust Financial Corporation,5.36B,N/A,Finance,Major Banks
NASDAQ,WTFCM,Wintrust Financial Corporation,N/A,N/A,Finance,Major Banks
NASDAQ,WTFCW,Wintrust Financial Corporation,N/A,N/A,Finance,Major Banks
NASDAQ,AGZD,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,33.58M,N/A,N/A,N/A
NASDAQ,AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,39.43M,N/A,N/A,N/A
NASDAQ,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,218.47M,N/A,N/A,N/A
NASDAQ,EMCG,WisdomTree Emerging Markets Consumer Growth Fund,46.72M,N/A,N/A,N/A
NASDAQ,EMCB,WisdomTree Emerging Markets Corporate Bond Fund,41.24M,N/A,N/A,N/A
NASDAQ,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,80.72M,N/A,N/A,N/A
NASDAQ,DXGE,WisdomTree Germany Hedged Equity Fund,91.67M,N/A,N/A,N/A
NASDAQ,HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,216.9M,N/A,N/A,N/A
NASDAQ,WETF,WisdomTree Investments Inc.,1.73B,N/A,Finance,Investment Bankers/Brokers/Service
NASDAQ,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,203.9M,N/A,N/A,N/A
NASDAQ,GULF,WisdomTree Middle East Dividend Fund,19.17M,N/A,N/A,N/A
NASDAQ,HYND,WisdomTree Negative Duration High Yield Bond Fund,34.45M,N/A,N/A,N/A
NASDAQ,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,2.16B,N/A,N/A,N/A
NASDAQ,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,102.52M,N/A,N/A,N/A
NASDAQ,WIX,Wix.com Ltd.,3.92B,2013,Technology,Computer Software: Programming & Data Processing
NASDAQ,WMIH,WMIH Corp.,288.37M,N/A,Finance,Finance: Consumer Services
NASDAQ,WWD,Woodward Inc.,4.62B,N/A,Energy,Industrial Machinery/Components
NASDAQ,WDAY,Workday Inc.,27.84B,N/A,Technology,EDP Services
NASDAQ,WKHS,Workhorse Group Inc.,110.41M,N/A,Capital Goods,Auto Manufacturing
NASDAQ,WRLD,World Acceptance Corporation,1.01B,1991,Finance,Finance: Consumer Services
NASDAQ,WMGI,Wright Medical Group N.V.,2.62B,2011,Health Care,Industrial Specialties
NASDAQ,WMGIZ,Wright Medical Group N.V.,N/A,N/A,Health Care,Industrial Specialties
NASDAQ,WSFS,WSFS Financial Corporation,1.67B,N/A,Finance,Major Banks
NASDAQ,WSCI,WSI Industries Inc.,13.36M,N/A,Technology,Industrial Machinery/Components
NASDAQ,WVFC,WVS Financial Corp.,32.43M,N/A,Finance,Banks
NASDAQ,WYNN,Wynn Resorts Ltd.,21.13B,2002,Consumer Services,Hotels/Resorts
NASDAQ,XBIT,XBiotech Inc.,150.96M,2015,Health Care,Major Pharmaceuticals
NASDAQ,XELB,Xcel Brands Inc.,50.51M,N/A,Miscellaneous,Multi-Sector Companies
NASDAQ,XEL,Xcel Energy Inc.,22.57B,N/A,Public Utilities,Power Generation
NASDAQ,XCRA,Xcerra Corporation,765.51M,N/A,Capital Goods,Electrical Products
NASDAQ,XNCR,Xencor Inc.,2.08B,2013,Health Care,Major Pharmaceuticals
NASDAQ,XBIO,Xenetic Biosciences Inc.,16.21M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,XENE,Xenon Pharmaceuticals Inc.,79.36M,2014,Health Care,Major Pharmaceuticals
NASDAQ,XGTI,XG Technology Inc.,13.84M,2013,Consumer Durables,Telecommunications Equipment
NASDAQ,XGTIW,XG Technology Inc.,N/A,2013,Consumer Durables,Telecommunications Equipment
NASDAQ,XLNX,Xilinx Inc.,17.42B,1990,Technology,Semiconductors
NASDAQ,XOMA,XOMA Corporation,207.59M,1986,Health Care,Major Pharmaceuticals
NASDAQ,XPER,Xperi Corporation,1.01B,N/A,Technology,Semiconductors
NASDAQ,XPLR,Xplore Technologies Corp,34.98M,N/A,Technology,Computer Manufacturing
NASDAQ,XSPA,XpresSpa Group Inc. ,9.5M,N/A,Consumer Services,Other Consumer Services
NASDAQ,XSPL,Xspand Products Lab Inc.,34.69M,2018,Consumer Non-Durables,Recreational Products/Toys
NASDAQ,XTLB,XTL Biopharmaceuticals Ltd.,10.44M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,XNET,Xunlei Limited,797.95M,2014,Technology,Computer Software: Prepackaged Software
NASDAQ,YNDX,Yandex N.V.,11.32B,2011,Technology,Computer Software: Programming & Data Processing
NASDAQ,YRIV,Yangtze River Port and Logistics Limited ,1.22B,N/A,Finance,Real Estate
NASDAQ,YTRA,Yatra Online Inc.,251.41M,N/A,Consumer Services,Transportation Services
NASDAQ,YTEN,Yield10 Bioscience Inc.,16.59M,N/A,Basic Industries,Containers/Packaging
NASDAQ,YIN,Yintech Investment Holdings Limited,690.01M,2016,Finance,Investment Bankers/Brokers/Service
NASDAQ,YOGA,YogaWorks Inc.,35.52M,2017,Consumer Services,Other Consumer Services
NASDAQ,YGYI,Youngevity International Inc.,79.47M,N/A,Consumer Services,Catalog/Specialty Distribution
NASDAQ,YRCW,YRC Worldwide Inc.,357.56M,N/A,Transportation,Trucking Freight/Courier Services
NASDAQ,YECO,Yulong Eco-Materials Limited,7.59M,2017,Capital Goods,Building Materials
NASDAQ,YY,YY Inc.,6.7B,2012,Technology,EDP Services
NASDAQ,ZFGN,Zafgen Inc.,172.82M,2014,Health Care,Major Pharmaceuticals
NASDAQ,ZAGG,ZAGG Inc,432.2M,N/A,Consumer Services,Other Specialty Stores
NASDAQ,ZLAB,Zai Lab Limited,1.07B,2017,Health Care,Major Pharmaceuticals
NASDAQ,ZEAL,Zealand Pharma A/S,483.94M,2017,Health Care,Major Pharmaceuticals
NASDAQ,ZBRA,Zebra Technologies Corporation,8.17B,1991,Technology,Industrial Machinery/Components
NASDAQ,Z,Zillow Group Inc.,10.55B,N/A,Miscellaneous,Business Services
NASDAQ,ZG,Zillow Group Inc.,10.55B,2011,Miscellaneous,Business Services
NASDAQ,ZN,Zion Oil & Gas Inc,218.74M,N/A,Energy,Oil & Gas Production
NASDAQ,ZNWAA,Zion Oil & Gas Inc,N/A,N/A,Energy,Oil & Gas Production
NASDAQ,ZION,Zions Bancorporation,11.43B,N/A,Finance,Major Banks
NASDAQ,ZIONW,Zions Bancorporation,N/A,N/A,Finance,Major Banks
NASDAQ,ZIONZ,Zions Bancorporation,N/A,N/A,Finance,Major Banks
NASDAQ,ZIOP,ZIOPHARM Oncology Inc,625.13M,N/A,Health Care,Major Pharmaceuticals
NASDAQ,ZIXI,Zix Corporation,293.13M,N/A,Technology,EDP Services
NASDAQ,ZKIN,ZK International Group Co. Ltd,88.56M,2017,Capital Goods,Metal Fabrications
NASDAQ,ZGNX,Zogenix Inc.,1.47B,2010,Health Care,Major Pharmaceuticals
NASDAQ,ZSAN,Zosano Pharma Corporation,48.85M,2015,Health Care,Major Pharmaceuticals
NASDAQ,ZS,Zscaler Inc.,3.12B,2018,Technology,EDP Services
NASDAQ,ZUMZ,Zumiez Inc.,616.84M,2005,Consumer Services,Clothing/Shoe/Accessory Stores
NASDAQ,ZYNE,Zynerba Pharmaceuticals Inc.,141.49M,2015,Health Care,Major Pharmaceuticals
NASDAQ,ZNGA,Zynga Inc.,3.54B,2011,Technology,EDP Services
NYSE,DDD,3D Systems Corporation,1.41B,N/A,Technology,Computer Software: Prepackaged Software
NYSE,MMM,3M Company,117.95B,N/A,Health Care,Medical/Dental Instruments
NYSE,WBAI,500.com Limited,742.58M,2013,Consumer Services,Services-Misc. Amusement & Recreation
NYSE,WUBA,58.com Inc.,12.43B,2013,Technology,Computer Software: Programming & Data Processing
NYSE,EGHT,8x8 Inc,2B,N/A,Public Utilities,Telecommunications Equipment
NYSE,AHC,A.H. Belo Corporation,100.96M,N/A,Consumer Services,Newspapers/Magazines
NYSE,ATEN,A10 Networks Inc.,444.32M,2014,Technology,Computer Communications Equipment
NYSE,AAC,AAC Holdings Inc.,287.14M,2014,Health Care,Medical Specialities
NYSE,AIR,AAR Corp.,1.54B,N/A,Capital Goods,Aerospace
NYSE,AAN,Aaron&#39;s  Inc.,2.95B,N/A,Technology,Diversified Commercial Services
NYSE,ABB,ABB Ltd,50.9B,N/A,Consumer Durables,Electrical Products
NYSE,ABT,Abbott Laboratories,108.42B,N/A,Health Care,Major Pharmaceuticals
NYSE,ABBV,AbbVie Inc.,167.57B,2012,Health Care,Major Pharmaceuticals
NYSE,ANF,Abercrombie & Fitch Company,1.73B,N/A,Consumer Services,Clothing/Shoe/Accessory Stores
NYSE,AGD,Aberdeen Global Dynamic Dividend Fund,133.03M,2006,N/A,N/A
NYSE,AWP,Aberdeen Global Premier Properties Fund,543.19M,2007,N/A,N/A
NYSE,ACP,Aberdeen Income Credit Strategies Fund,183.04M,2011,N/A,N/A
NYSE,JEQ,Aberdeen Japan Equity Fund Inc. ,120M,1992,N/A,N/A
NYSE,AOD,Aberdeen Total Dynamic Dividend Fund,970.49M,2007,N/A,N/A
NYSE,ABM,ABM Industries Incorporated,1.93B,N/A,Finance,Diversified Commercial Services
NYSE,AKR,Acadia Realty Trust,2.03B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,ACN,Accenture plc,104.53B,2001,Miscellaneous,Business Services
NYSE,ACCO,Acco Brands Corporation,1.38B,N/A,Consumer Durables,Publishing
NYSE,ATV,Acorn International Inc.,68.23M,2007,Consumer Services,Other Specialty Stores
NYSE,ATU,Actuant Corporation,1.51B,N/A,Technology,Industrial Machinery/Components
NYSE,AYI,Acuity Brands Inc,4.84B,N/A,Consumer Durables,Building Products
NYSE,GOLF,Acushnet Holdings Corp.,1.78B,2016,Consumer Non-Durables,Recreational Products/Toys
NYSE,ADX,Adams Diversified Equity Fund Inc.,1.51B,N/A,N/A,N/A
NYSE,PEO,Adams Natural Resources Fund Inc.,586.72M,N/A,N/A,N/A
NYSE,AGRO,Adecoagro S.A.,954.37M,2011,Consumer Non-Durables,Farming/Seeds/Milling
NYSE,ADNT,Adient plc,5.12B,2016,Capital Goods,Auto Parts:O.E.M.
NYSE,ADT,ADT Inc.,5.76B,2018,Consumer Services,Diversified Commercial Services
NYSE,ATGE,Adtalem Global Education Inc.,2.82B,N/A,Consumer Services,Other Consumer Services
NYSE,AAP,Advance Auto Parts Inc,9.12B,N/A,Consumer Services,Other Specialty Stores
NYSE,ADSW,Advanced Disposal Services Inc.,2.08B,2016,Public Utilities,Environmental Services
NYSE,WMS,Advanced Drainage Systems Inc.,1.45B,2014,Capital Goods,Containers/Packaging
NYSE,ASIX,AdvanSix Inc.,1.18B,2016,Basic Industries,Major Chemicals
NYSE,AAV,Advantage Oil & Gas Ltd,557.89M,N/A,Energy,Oil & Gas Production
NYSE,AVK,Advent Claymore Convertible Securities and Income Fund,306.27M,2003,N/A,N/A
NYSE,AGC,Advent Claymore Convertible Securities and Income Fund II,154.9M,2007,N/A,N/A
NYSE,LCM,Advent/Claymore Enhanced Growth & Income Fund,72.35M,2005,N/A,N/A
NYSE,ACM,AECOM,5.25B,2007,Consumer Services,Military/Government/Technical
NYSE,ANW,Aegean Marine Petroleum Network Inc.,121.92M,2006,Energy,Oil Refining/Marketing
NYSE,AEB,Aegon NV,N/A,N/A,Finance,Life Insurance
NYSE,AED,Aegon NV,N/A,N/A,Finance,Life Insurance
NYSE,AEG,Aegon NV,13.41B,N/A,Finance,Life Insurance
NYSE,AEH,Aegon NV,N/A,N/A,Finance,Life Insurance
NYSE,AER,Aercap Holdings N.V.,8.13B,2006,Technology,Diversified Commercial Services
NYSE,HIVE,Aerohive Networks Inc.,228.35M,2014,Technology,EDP Services
NYSE,AJRD,Aerojet Rocketdyne Holdings Inc. ,2.16B,N/A,Capital Goods,Military/Government/Technical
NYSE,AET,Aetna Inc.,58.01B,N/A,Health Care,Medical Specialities
NYSE,AMG,Affiliated Managers Group Inc.,8.96B,N/A,Finance,Investment Managers
NYSE,AFL,Aflac Incorporated,35.08B,N/A,Finance,Accident &Health Insurance
NYSE,MITT,AG Mortgage Investment Trust Inc.,531.59M,2011,N/A,N/A
NYSE,MITT^A,AG Mortgage Investment Trust Inc.,N/A,N/A,N/A,N/A
NYSE,MITT^B,AG Mortgage Investment Trust Inc.,N/A,N/A,N/A,N/A
NYSE,AGCO,AGCO Corporation,5.3B,N/A,Capital Goods,Industrial Machinery/Components
NYSE,A,Agilent Technologies Inc.,20.81B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments
NYSE,AEM,Agnico Eagle Mines Limited,10.18B,N/A,Basic Industries,Precious Metals
NYSE,ADC,Agree Realty Corporation,1.6B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,AL,Air Lease Corporation,4.57B,2011,Technology,Diversified Commercial Services
NYSE,APD,Air Products and Chemicals Inc.,36.6B,N/A,Basic Industries,Major Chemicals
NYSE,AYR,Aircastle Limited,1.67B,2006,Technology,Diversified Commercial Services
NYSE,AKS,AK Steel Holding Corporation,1.42B,N/A,Basic Industries,Steel/Iron Ore
NYSE,ALP^Q,Alabama Power Company,N/A,N/A,N/A,N/A
NYSE,ALG,Alamo Group Inc.,1.15B,N/A,Capital Goods,Industrial Machinery/Components
NYSE,AGI,Alamos Gold Inc.,2.04B,2015,Basic Industries,Precious Metals
NYSE,ALK,Alaska Air Group Inc.,7.2B,N/A,Transportation,Air Freight/Delivery Services
NYSE,AIN,Albany International Corporation,2B,N/A,Basic Industries,Textiles
NYSE,ALB,Albemarle Corporation,11.28B,N/A,Basic Industries,Major Chemicals
NYSE,AA,Alcoa Corporation,9.06B,2016,Basic Industries,Aluminum
NYSE,ALEX,Alexander & Baldwin Inc.,1.56B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,ALX,Alexander&#39;s Inc.,1.97B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,ARE,Alexandria Real Estate Equities Inc.,12.96B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,ARE^D,Alexandria Real Estate Equities Inc.,N/A,N/A,N/A,N/A
NYSE,AQN,Algonquin Power & Utilities Corp.,4.6B,2016,Public Utilities,Electric Utilities: Central
NYSE,BABA,Alibaba Group Holding Limited,504.96B,2014,Miscellaneous,Business Services
NYSE,Y,Alleghany Corporation,8.8B,N/A,Finance,Property-Casualty Insurers
NYSE,ATI,Allegheny Technologies Incorporated,3.56B,N/A,Basic Industries,Steel/Iron Ore
NYSE,ALLE,Allegion plc,7.52B,2013,Consumer Services,Diversified Commercial Services
NYSE,AGN,Allergan plc.,52.88B,2013,Health Care,Major Pharmaceuticals
NYSE,ALE,Allete Inc.,3.86B,N/A,Public Utilities,Power Generation
NYSE,AKP,Alliance California Municipal Income Fund Inc,109.84M,2002,N/A,N/A
NYSE,ADS,Alliance Data Systems Corporation,11.9B,2001,Miscellaneous,Business Services
NYSE,AFB,Alliance National Municipal Income Fund Inc,361.9M,2002,N/A,N/A
NYSE,AOI,Alliance One International Inc.,163.96M,N/A,Consumer Services,Farming/Seeds/Milling
NYSE,AWF,Alliance World Dollar Government Fund II,1.01B,1993,N/A,N/A
NYSE,AB,AllianceBernstein Holding L.P.,2.75B,N/A,Finance,Investment Managers
NYSE,LNT,Alliant Energy Corporation,9.37B,N/A,Public Utilities,Power Generation
NYSE,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,170.16M,2017,N/A,N/A
NYSE,NCV,AllianzGI Convertible & Income Fund,612.3M,2003,N/A,N/A
NYSE,NCZ,AllianzGI Convertible & Income Fund II,451.16M,2003,N/A,N/A
NYSE,ACV,AllianzGI Diversified Income & Convertible Fund,239.41M,2015,N/A,N/A
NYSE,NIE,AllianzGI Equity & Convertible Income Fund,599.07M,2007,N/A,N/A
NYSE,NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,1.23B,2005,Finance,Finance: Consumer Services
NYSE,ALSN,Allison Transmission Holdings Inc.,5.94B,2012,Capital Goods,Auto Parts:O.E.M.
NYSE,ALL,Allstate Corporation (The),33.6B,N/A,Finance,Property-Casualty Insurers
NYSE,ALL^A,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^B,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^C,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^D,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^E,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^F,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALL^G,Allstate Corporation (The),N/A,N/A,N/A,N/A
NYSE,ALLY,Ally Financial Inc.,11.66B,2014,Finance,Finance: Consumer Services
NYSE,ALLY^A,Ally Financial Inc.,N/A,N/A,N/A,N/A
NYSE,AYX,Alteryx Inc.,1.93B,2017,Technology,Computer Software: Prepackaged Software
NYSE,ATUS,Altice USA Inc.,13.84B,2017,Consumer Services,Television Services
NYSE,MO,Altria Group,105.76B,N/A,Consumer Non-Durables,Farming/Seeds/Milling
NYSE,ACH,Aluminum Corporation of China Limited,7.97B,2001,Basic Industries,Aluminum
NYSE,AMBR,Amber Road Inc.,250.08M,2014,Technology,Computer Software: Prepackaged Software
NYSE,ABEV,Ambev S.A.,86.61B,2013,Consumer Non-Durables,Beverages (Production/Distribution)
NYSE,AMC,AMC Entertainment Holdings Inc.,1.95B,2013,Consumer Services,Movies/Entertainment
NYSE,AEE,Ameren Corporation,14.11B,N/A,Public Utilities,Power Generation
NYSE,AMRC,Ameresco Inc.,542.25M,2010,Basic Industries,Engineering & Construction
NYSE,AMOV,America Movil S.A.B. de C.V.,54.37B,N/A,Public Utilities,Telecommunications Equipment
NYSE,AMX,America Movil S.A.B. de C.V.,54.67B,N/A,Public Utilities,Telecommunications Equipment
NYSE,AAT,American Assets Trust Inc.,1.67B,2011,Consumer Services,Real Estate Investment Trusts
NYSE,AXL,American Axle & Manufacturing Holdings Inc.,1.81B,N/A,Capital Goods,Auto Parts:O.E.M.
NYSE,ACC,American Campus Communities Inc,5.24B,2004,Consumer Services,Real Estate Investment Trusts
NYSE,AEO,American Eagle Outfitters Inc.,3.95B,N/A,Consumer Services,Clothing/Shoe/Accessory Stores
NYSE,AEP,American Electric Power Company Inc.,32.74B,N/A,Public Utilities,Electric Utilities: Central
NYSE,AEL,American Equity Investment Life Holding Company,3.15B,2003,Finance,Life Insurance
NYSE,AXP,American Express Company,87.7B,N/A,Finance,Finance: Consumer Services
NYSE,AFG,American Financial Group Inc.,9.92B,N/A,Finance,Property-Casualty Insurers
NYSE,AFGE,American Financial Group Inc.,N/A,2014,Finance,Property-Casualty Insurers
NYSE,AFGH,American Financial Group Inc.,N/A,2015,Finance,Property-Casualty Insurers
NYSE,AMH,American Homes 4 Rent,5.83B,2013,Consumer Services,Real Estate Investment Trusts
NYSE,AMH^D,American Homes 4 Rent,N/A,N/A,N/A,N/A
NYSE,AMH^E,American Homes 4 Rent,N/A,N/A,N/A,N/A
NYSE,AMH^F,American Homes 4 Rent,N/A,N/A,N/A,N/A
NYSE,AMH^G,American Homes 4 Rent,N/A,N/A,N/A,N/A
NYSE,AIG,American International Group Inc.,48.6B,N/A,Finance,Property-Casualty Insurers
NYSE,AIG.WS,American International Group Inc.,N/A,N/A,N/A,N/A
NYSE,AMID,American Midstream Partners LP,557.66M,2011,Public Utilities,Natural Gas Distribution
NYSE,ARL,American Realty Investors Inc.,233.56M,N/A,Finance,Real Estate
NYSE,ARA,American Renal Associates Holdings Inc.,475.86M,2016,Health Care,Hospital/Nursing Management
NYSE,AWR,American States Water Company,2.03B,N/A,Public Utilities,Water Supply
NYSE,AMT,American Tower Corporation (REIT),60.43B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,AVD,American Vanguard Corporation,646.59M,N/A,Basic Industries,Agricultural Chemicals
NYSE,AWK,American Water Works,14.41B,2008,Public Utilities,Water Supply
NYSE,COLD,Americold Realty Trust,3.09B,2018,Consumer Services,Real Estate Investment Trusts
NYSE,APU,AmeriGas Partners,3.82B,N/A,Consumer Services,Other Specialty Stores
NYSE,AMP,AMERIPRISE FINANCIAL SERVICES Inc.,20.56B,N/A,Finance,Investment Managers
NYSE,ABC,AmerisourceBergen Corporation (Holding Co),18.45B,N/A,Health Care,Other Pharmaceuticals
NYSE,ANFI,Amira Nature Foods Ltd,80.07M,2012,Consumer Non-Durables,Packaged Foods
NYSE,AMN,AMN Healthcare Services Inc,2.69B,N/A,Technology,Professional Services
NYSE,AMRX,Amneal Pharmaceuticals Inc.,1.31B,2018,N/A,N/A
NYSE,AP,Ampco-Pittsburgh Corporation,120.53M,N/A,Capital Goods,Fluid Controls
NYSE,APH,Amphenol Corporation,26.59B,N/A,Capital Goods,Electrical Products
NYSE,AXR,AMREP Corporation,58.23M,N/A,Consumer Services,Newspapers/Magazines
NYSE,AME,AMTEK Inc.,17.35B,N/A,Consumer Durables,Metal Fabrications
NYSE,AFSI^A,AmTrust Financial Services Inc.,N/A,N/A,N/A,N/A
NYSE,AFSI^B,AmTrust Financial Services Inc.,N/A,N/A,N/A,N/A
NYSE,AFSI^C,AmTrust Financial Services Inc.,N/A,N/A,N/A,N/A
NYSE,AFSI^D,AmTrust Financial Services Inc.,N/A,N/A,N/A,N/A
